,counts_d4_c95_status,counts_d4_c95_correlation,counts_d4_c50_status,counts_d4_c50_correlation,counts_d4_c25_status,counts_d4_c25_correlation
AHCYL1,OPTIMAL,-0.3967251706779234,OPTIMAL,-0.15686400737979547,OPTIMAL,-0.18922938103310097
AHDC1,OPTIMAL,0.06575055441166701,OPTIMAL,0.05268509923903774,OPTIMAL,0.02314267795714022
AHI1,OPTIMAL,-0.5407155503987964,OPTIMAL,-0.0846090820564154,OPTIMAL,-0.08182160689154311
AHNAK,OPTIMAL,0.047899515566253034,INFEASIBLE,,OPTIMAL,-0.14061668355275783
AHNAK2,OPTIMAL,0.040456535839192606,OPTIMAL,-0.011965881255649083,OPTIMAL,-0.029353168820554273
AHR,OPTIMAL,-0.881934732390658,OPTIMAL,0.07677186907530774,OPTIMAL,0.03962349403281572
AHRR,CUT_LIMIT,,OPTIMAL,-0.054844681258687085,OPTIMAL,-0.06631438746915941
AHSA1,OPTIMAL,0.3163211175562194,CUT_LIMIT,,OPTIMAL,0.03641272388222002
AIDA,OPTIMAL,-0.4953719585823936,OPTIMAL,-0.030396394782519924,OPTIMAL,-0.05619454118341528
AIFM1,OPTIMAL,-0.005363095934664772,CUT_LIMIT,,OPTIMAL,-0.027078009867146226
AIFM2,OPTIMAL,-0.19987494391788949,OPTIMAL,-0.11449513135565603,CUT_LIMIT,
AIG1,OPTIMAL,0.8382991520587357,OPTIMAL,0.2069349714670038,OPTIMAL,0.19868058063169025
AIMP1,OPTIMAL,-0.8311990785110104,OPTIMAL,-0.1888709644356594,CUT_LIMIT,
AIMP2,OPTIMAL,0.19552555704260724,OPTIMAL,0.10559066725376665,OPTIMAL,0.08875315675341648
AIP,OPTIMAL,0.0321353667120469,OPTIMAL,0.0850353633117634,OPTIMAL,0.051059750022652145
AJUBA,OPTIMAL,-0.11341849724709809,OPTIMAL,-0.06566713852405066,OPTIMAL,-0.0796301619300115
AK1,OPTIMAL,-0.3109144371493674,OPTIMAL,-0.06045264676512768,OPTIMAL,-0.08225839281736808
AK2,OPTIMAL,0.1370366764705949,OPTIMAL,-0.028532939901356007,OPTIMAL,0.008253203834665393
AK3,OPTIMAL,-0.019034310882021614,OPTIMAL,0.0033532611102000958,OPTIMAL,-0.036586909045190213
AK4,OPTIMAL,-0.08614904324043886,CUT_LIMIT,,OPTIMAL,-0.03300430622559207
AK5,OPTIMAL,-0.2662115982363089,CUT_LIMIT,,OPTIMAL,-0.03663836221079918
AK6,OPTIMAL,0.4586081871446346,OPTIMAL,0.058161789085452505,OPTIMAL,0.048390268819571966
AKAP1,OPTIMAL,0.16667060019662305,OPTIMAL,0.04764662009486563,CUT_LIMIT,
AKAP10,OPTIMAL,-0.05273656000413537,OPTIMAL,0.004548806629503171,OPTIMAL,-0.014402651624534413
AKAP11,OPTIMAL,-0.4820939148116399,OPTIMAL,-0.03794033421827621,CUT_LIMIT,
AKAP12,CUT_LIMIT,,CUT_LIMIT,,CUT_LIMIT,
AKAP13,OPTIMAL,0.06344350985292813,OPTIMAL,0.011099353250536417,OPTIMAL,0.00246244702237653
AKAP17A,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,0.1074585393876664
AKAP7,OPTIMAL,-0.031362005788022014,OPTIMAL,-0.010094984074589919,OPTIMAL,-0.034441859817004095
AKAP8,OPTIMAL,0.46243645343226564,OPTIMAL,0.09310897707462559,OPTIMAL,0.010078822373411544
AKAP8L,OPTIMAL,-0.10477493414705404,OPTIMAL,-0.06812964472307159,OPTIMAL,-0.061313741786257016
AKAP9,OPTIMAL,-0.04118368048400533,CUT_LIMIT,,OPTIMAL,-0.10995058562995214
AKIP1,OPTIMAL,-0.46545397322325827,OPTIMAL,-0.06483761660351815,OPTIMAL,-0.082826248610799
AKIRIN1,CUT_LIMIT,,OPTIMAL,-0.09144768923505914,OPTIMAL,-0.09696864100248802
AKIRIN2,OPTIMAL,0.13647160663303004,OPTIMAL,-0.03861879718950027,OPTIMAL,-0.041212835638696106
AKNA,OPTIMAL,0.006518390185131283,OPTIMAL,0.08790173733021112,OPTIMAL,-0.001385780718450753
AKR1A1,OPTIMAL,-0.12189803153321507,OPTIMAL,0.14801861028638638,OPTIMAL,0.06902234456350012
AKR1B1,CUT_LIMIT,,OPTIMAL,0.11290250519472204,OPTIMAL,0.005894828197089418
AKR1C1,OPTIMAL,0.6354307216555138,OPTIMAL,0.2135085818332786,OPTIMAL,0.19034642513086703
AKR1C2,OPTIMAL,0.05567474466137221,OPTIMAL,0.0866489015525266,CUT_LIMIT,
AKR1C3,OPTIMAL,-0.5380836987052726,OPTIMAL,-0.10374793436254452,OPTIMAL,-0.10456311832412889
AKR1E2,OPTIMAL,-0.4266114804897401,OPTIMAL,-0.07248658270392337,OPTIMAL,-0.08073102484316223
AKR7A2,CUT_LIMIT,,OPTIMAL,0.3407456952479387,OPTIMAL,0.18687368675962535
AKT1,CUT_LIMIT,,OPTIMAL,-0.019621042415324523,OPTIMAL,-0.028195252050427128
AKT1S1,OPTIMAL,-0.901334432233909,CUT_LIMIT,,OPTIMAL,0.011758832859772101
AKT2,OPTIMAL,-0.14946401262011463,OPTIMAL,0.07983541622115284,OPTIMAL,0.017007019535822693
AKT3,OPTIMAL,0.005114951758864556,CUT_LIMIT,,OPTIMAL,0.042529803421316396
AKTIP,OPTIMAL,-0.011671352136523186,OPTIMAL,0.029526786908417316,OPTIMAL,-0.02332337297061619
ALAD,OPTIMAL,-0.8700141035539112,OPTIMAL,-0.3226442067199043,INFEASIBLE,
ALAS1,OPTIMAL,-0.10042696514480537,OPTIMAL,-0.06297333524862032,OPTIMAL,-0.07504705642992611
ALCAM,OPTIMAL,0.28019365529589235,CUT_LIMIT,,CUT_LIMIT,
ALDH16A1,OPTIMAL,0.032993337670368716,OPTIMAL,-0.04269232618006397,OPTIMAL,-0.001901167939993405
ALDH18A1,OPTIMAL,-0.4756695845601957,OPTIMAL,0.014187801235087661,OPTIMAL,-0.009929417013263409
ALDH1B1,OPTIMAL,-0.1809150505335571,OPTIMAL,-0.16883035876799002,OPTIMAL,-0.1570814797238051
ALDH1L2,OPTIMAL,0.1391496095661609,CUT_LIMIT,,CUT_LIMIT,
ALDH2,OPTIMAL,-0.14444234198887504,OPTIMAL,-0.07761350831300153,OPTIMAL,-0.08333350821657368
ALDH3A2,OPTIMAL,0.05201618943116902,OPTIMAL,0.04311109428167446,OPTIMAL,0.02421451830589565
ALDH3B1,OPTIMAL,-0.09844920473650685,OPTIMAL,-0.11447949348293357,OPTIMAL,-0.09822347616703228
ALDH6A1,OPTIMAL,-0.019853786786920225,OPTIMAL,-0.05110356919577073,OPTIMAL,-0.043758284163091216
ALDH7A1,OPTIMAL,-0.3349845394454107,OPTIMAL,-0.1386559747795322,CUT_LIMIT,
ALDH9A1,OPTIMAL,-0.6931026763723165,OPTIMAL,-0.1306010122265779,OPTIMAL,-0.15617687446948214
ALDOA,OPTIMAL,0.09935377842695786,OPTIMAL,0.021364799544647123,OPTIMAL,-0.02738142166636701
ALG1,OPTIMAL,-0.12182143067054556,OPTIMAL,-0.09396215814808374,OPTIMAL,-0.08128432809297993
ALG11,OPTIMAL,0.9999999999593998,OPTIMAL,0.9999689939171102,OPTIMAL,0.5289715360715186
ALG13,OPTIMAL,-0.05600887756288356,OPTIMAL,-0.16259258203929464,OPTIMAL,-0.04684093682496731
ALG14,OPTIMAL,-0.1756711709456159,OPTIMAL,-0.01741882071769732,OPTIMAL,-0.0243224446521943
ALG2,OPTIMAL,-0.21527088041452744,OPTIMAL,-0.05908346315540081,OPTIMAL,-0.0593642076349498
ALG3,CUT_LIMIT,,OPTIMAL,-0.017027204077644575,OPTIMAL,0.0636156716198449
ALG5,OPTIMAL,-0.4480252082808996,OPTIMAL,-0.07144624718254607,OPTIMAL,-0.08810711020508694
ALG6,OPTIMAL,-0.3613013595259967,OPTIMAL,-0.07714789141062281,OPTIMAL,-0.05430835810171262
ALG8,OPTIMAL,-0.10970897065241159,OPTIMAL,-0.08825365601772951,OPTIMAL,-0.039216663119414866
ALG9,OPTIMAL,-0.30826753470620577,OPTIMAL,-0.07187743069566091,OPTIMAL,-0.06305586151889749
ALKBH1,OPTIMAL,-0.06705066568306901,OPTIMAL,-0.051531628130187676,OPTIMAL,-0.07215047582732073
ALKBH2,CUT_LIMIT,,OPTIMAL,-0.10083608435644649,OPTIMAL,-0.1075734113113447
ALKBH3,OPTIMAL,0.03495378677782754,OPTIMAL,0.07716460626139655,OPTIMAL,0.032210751061054865
ALKBH5,OPTIMAL,-0.24978188026674158,OPTIMAL,-0.05301709652225777,OPTIMAL,-0.07684268107250594
ALKBH7,OPTIMAL,-0.14093285305031952,OPTIMAL,-0.10953919553570672,OPTIMAL,-0.0979177030658749
ALKBH8,OPTIMAL,-0.037226917409809455,OPTIMAL,-0.016161057486538948,OPTIMAL,-0.030972637802781346
ALMS1,OPTIMAL,0.032436675630130946,OPTIMAL,0.010327974365807402,OPTIMAL,0.015697401410148366
ALPK1,OPTIMAL,0.04550344727380322,OPTIMAL,-0.0072580278037178555,OPTIMAL,0.03269678717123576
ALPK2,OPTIMAL,-0.09097730934580953,OPTIMAL,-0.05737870758209726,OPTIMAL,-0.0372522890695239
ALS2,OPTIMAL,0.011661847171575406,OPTIMAL,0.11685121222617294,OPTIMAL,0.10770939264785538
ALYREF,CUT_LIMIT,,OPTIMAL,0.03670183833865332,OPTIMAL,0.005116519807257991
AMBRA1,OPTIMAL,0.01772530250730629,OPTIMAL,0.04891962138066214,OPTIMAL,-0.035344540248402424
AMD1,CUT_LIMIT,,OPTIMAL,0.2825110327451047,OPTIMAL,0.128824423434053
AMDHD2,OPTIMAL,-0.02452683633886282,OPTIMAL,-0.00855181398382444,OPTIMAL,-0.009460173375935943
AMFR,OPTIMAL,-0.4252923851833201,OPTIMAL,-0.024151790781078313,OPTIMAL,-0.048861265457196906
AMMECR1,OPTIMAL,0.03336372932147345,OPTIMAL,-0.021894787636805697,OPTIMAL,0.016517738388768723
AMMECR1L,OPTIMAL,-0.1391496717565193,CUT_LIMIT,,OPTIMAL,0.03130947146204929
AMOT,CUT_LIMIT,,OPTIMAL,0.37444277156102784,OPTIMAL,0.18074555011691948
AMOTL1,OPTIMAL,-0.17039111453578543,OPTIMAL,0.14694083076306258,OPTIMAL,0.03476318354435257
AMOTL2,OPTIMAL,-0.07771967698761975,OPTIMAL,-0.05255348745448127,OPTIMAL,-0.059356404729153725
AMPD2,CUT_LIMIT,,OPTIMAL,0.004824121547673594,OPTIMAL,0.08615098347980606
AMPD3,OPTIMAL,-0.05786592981755491,OPTIMAL,-0.03520795450176908,OPTIMAL,-0.05589389466299857
AMZ2,OPTIMAL,-0.0849330851028919,OPTIMAL,0.008607864917833547,OPTIMAL,-0.0012376849658071365
ANAPC1,OPTIMAL,-0.3703372141083981,OPTIMAL,-0.0021100331484987696,OPTIMAL,-0.004438314421155266
ANAPC10,OPTIMAL,-0.1892982072034037,OPTIMAL,-0.08566265809604927,OPTIMAL,-0.09954259538880372
ANAPC11,OPTIMAL,-0.02529390483035042,OPTIMAL,-0.7157595016583778,INFEASIBLE,
ANAPC13,OPTIMAL,0.14753591968900887,OPTIMAL,0.1384765446694837,OPTIMAL,0.1159692571644861
ANAPC15,OPTIMAL,-0.10243437526726337,OPTIMAL,0.033520829675660044,OPTIMAL,0.00648343869100162
ANAPC16,OPTIMAL,-0.42670652302586154,OPTIMAL,-0.024343645190708665,OPTIMAL,-0.03261021950643652
ANAPC2,OPTIMAL,-0.9375562310361997,OPTIMAL,-0.05027227579726202,OPTIMAL,-0.03154869502121528
ANAPC4,OPTIMAL,-0.587251194761505,OPTIMAL,-0.07144423094287387,OPTIMAL,-0.0935597818228648
ANAPC5,CUT_LIMIT,,OPTIMAL,0.13953407062539744,OPTIMAL,0.284019512244425
ANAPC7,OPTIMAL,-0.31982177228116876,OPTIMAL,-0.10533767572516975,OPTIMAL,-0.13011972237825478
ANGEL1,OPTIMAL,-0.034156595304565586,OPTIMAL,-0.04092397667010814,OPTIMAL,-0.029966430504664708
ANGEL2,CUT_LIMIT,,OPTIMAL,-0.10283004753630523,OPTIMAL,-0.0724201380275894
ANGPTL4,CUT_LIMIT,,OPTIMAL,-0.09109514112483619,OPTIMAL,-0.08378925229035311
ANK2,OPTIMAL,-0.07147715650861941,OPTIMAL,-0.019397479338666545,OPTIMAL,-0.04740130353036164
ANKEF1,CUT_LIMIT,,OPTIMAL,-0.031500958282154795,OPTIMAL,-0.030305288124391122
ANKFY1,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,0.1210347568951107
ANKH,OPTIMAL,-0.16243960443339767,OPTIMAL,0.02932051605368419,OPTIMAL,0.02094199282139658
ANKHD1,OPTIMAL,-0.8006481831483544,OPTIMAL,-0.0434751961096065,OPTIMAL,-0.06104557214543879
ANKIB1,OPTIMAL,-0.2768822548973587,CUT_LIMIT,,OPTIMAL,-0.024641072497458314
ANKLE2,OPTIMAL,-0.04135722328687617,CUT_LIMIT,,OPTIMAL,-0.05599208337951785
ANKMY2,OPTIMAL,-0.13767727123649529,OPTIMAL,-0.12316875175914631,OPTIMAL,-0.041154645182475386
ANKRD1,OPTIMAL,-0.037454641437092207,OPTIMAL,-0.020955245979253287,CUT_LIMIT,
ANKRD10,OPTIMAL,-0.10292355767148542,OPTIMAL,-0.07270236834739591,CUT_LIMIT,
ANKRD11,OPTIMAL,-0.18556248460679575,OPTIMAL,-0.45484823744515146,OPTIMAL,-0.29814274633218796
ANKRD12,OPTIMAL,0.2523157535004894,OPTIMAL,-0.0601840682017177,CUT_LIMIT,
ANKRD13A,OPTIMAL,-0.9586140102448639,OPTIMAL,-0.23109636801317066,OPTIMAL,-0.2218080421497506
ANKRD13C,OPTIMAL,0.3931798085072097,OPTIMAL,0.07011126745391949,OPTIMAL,0.047770793974994265
ANKRD13D,OPTIMAL,-0.26351381417548914,OPTIMAL,0.1473087814854288,OPTIMAL,0.08627954559257499
ANKRD16,OPTIMAL,0.2619473846950185,OPTIMAL,0.5597952316421475,OPTIMAL,0.1618468918341849
ANKRD17,OPTIMAL,0.17744048421435002,OPTIMAL,-0.03413721300924581,OPTIMAL,-0.031767184112491305
ANKRD2,OPTIMAL,-0.09420677471899884,CUT_LIMIT,,OPTIMAL,-0.042849885265701514
ANKRD26,OPTIMAL,0.3045636111482226,CUT_LIMIT,,OPTIMAL,0.07619609688314893
ANKRD27,OPTIMAL,-0.4482350620328109,OPTIMAL,-0.10828631461450239,OPTIMAL,-0.116918940198284
ANKRD28,OPTIMAL,-0.28996201801199295,OPTIMAL,-0.0710339984849369,OPTIMAL,-0.062212377980458054
ANKRD34A,OPTIMAL,0.20688874506384297,OPTIMAL,0.0837506182324421,OPTIMAL,0.096133807182514
ANKRD35,OPTIMAL,-0.10487489226247379,OPTIMAL,-0.05528671116424602,OPTIMAL,-0.06496745954127126
ANKRD36,OPTIMAL,-0.4609970744753003,OPTIMAL,-0.05572274236620255,OPTIMAL,-0.0719681623397192
ANKRD36B,OPTIMAL,-0.5444493167178717,OPTIMAL,-0.1033747458505541,OPTIMAL,-0.11118166122595177
ANKRD36C,OPTIMAL,0.12084382292926313,CUT_LIMIT,,OPTIMAL,0.015612615127566324
ANKRD37,OPTIMAL,-0.19925809717486126,OPTIMAL,-0.005151169587473332,OPTIMAL,0.04039504550283878
ANKRD39,OPTIMAL,-0.01976410184567066,OPTIMAL,-0.05561569595893295,OPTIMAL,0.004419531003382122
ANKRD40,OPTIMAL,0.48362118842041274,OPTIMAL,0.1445493036203422,OPTIMAL,0.22133283470180462
ANKRD42,OPTIMAL,-0.023422497620465384,OPTIMAL,-0.008314808833041743,OPTIMAL,-0.006822115762806204
ANKRD46,OPTIMAL,-0.3590722984740766,OPTIMAL,-0.03266394723290039,OPTIMAL,-0.0430900859037942
ANKRD49,OPTIMAL,-0.0865903665061164,OPTIMAL,0.006007572791576386,OPTIMAL,-0.028531854573625507
ANKRD50,OPTIMAL,1.0000000943292044,CUT_LIMIT,,OPTIMAL,0.3724482425033792
ANKRD52,OPTIMAL,-0.1347111858471775,OPTIMAL,-0.027571533829078218,OPTIMAL,-0.04532805411939037
ANKRD54,OPTIMAL,-0.23938312525512173,OPTIMAL,-0.07301301563403281,OPTIMAL,-0.06703470871320513
ANKRD9,OPTIMAL,-0.0888616246805753,OPTIMAL,-0.10244670061465472,OPTIMAL,-0.08864003222990903
ANKS1A,OPTIMAL,-0.1286172302953998,OPTIMAL,-0.08518673341236936,OPTIMAL,-0.09677275888811365
ANKS3,OPTIMAL,-0.2410709689472524,OPTIMAL,-0.018552310214959997,OPTIMAL,0.00037654663986915095
ANKS6,OPTIMAL,-0.06456266301317012,OPTIMAL,-0.034555979309456995,OPTIMAL,-0.0517608122319179
ANKZF1,OPTIMAL,1.0000000000661693,OPTIMAL,0.8832452020061751,OPTIMAL,0.6322760961199034
ANLN,OPTIMAL,-0.028590424881229204,CUT_LIMIT,,OPTIMAL,-0.17242278209001982
ANO10,OPTIMAL,-0.037982361660787986,OPTIMAL,-0.29460486596494545,OPTIMAL,-0.16273009118390405
ANO3,OPTIMAL,-0.3378134565447271,OPTIMAL,-0.1313027887201303,OPTIMAL,-0.04567276514545831
ANO6,OPTIMAL,-0.5212258620058673,OPTIMAL,-0.08029744720271714,OPTIMAL,-0.0826799269423811
ANP32A,OPTIMAL,-0.05302034405784156,CUT_LIMIT,,OPTIMAL,-0.1219048661018824
ANP32B,CUT_LIMIT,,OPTIMAL,-0.07214136053302891,OPTIMAL,-0.3137274362334713
ANP32E,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.07600626157231666
ANPEP,OPTIMAL,0.13648956785061075,OPTIMAL,-0.0915637281717308,OPTIMAL,0.057880157075346016
ANTXR1,OPTIMAL,-0.22252022661871687,OPTIMAL,0.005404669268053304,OPTIMAL,-0.04060978250007357
ANTXR2,CUT_LIMIT,,OPTIMAL,0.031108548316382677,OPTIMAL,-0.02279948042341849
ANXA1,CUT_LIMIT,,CUT_LIMIT,,INFEASIBLE,
ANXA11,OPTIMAL,0.4817371947108794,CUT_LIMIT,,OPTIMAL,-0.042465423951195534
ANXA2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
ANXA2R,OPTIMAL,-0.06504354709109256,OPTIMAL,-0.022219713072758305,INFEASIBLE,
ANXA3,OPTIMAL,-0.41121461038697693,OPTIMAL,-0.04407224131384222,OPTIMAL,-0.07399569943082111
ANXA4,CUT_LIMIT,,OPTIMAL,-0.051231727167578026,OPTIMAL,0.07725348167894594
ANXA5,OPTIMAL,-0.606151418586569,OPTIMAL,-0.8299863324209314,OPTIMAL,0.12431013584009126
ANXA6,OPTIMAL,-0.6311686819082242,CUT_LIMIT,,CUT_LIMIT,
ANXA7,OPTIMAL,0.46195936986156183,OPTIMAL,0.3110819263920637,OPTIMAL,0.11914207247833127
AOX1,OPTIMAL,0.4394317609114447,OPTIMAL,0.15194892573246205,OPTIMAL,0.1302595692660952
AP1AR,OPTIMAL,-0.1010982345359829,OPTIMAL,-0.07006440162464203,OPTIMAL,-0.08661190504321956
AP1B1,OPTIMAL,-0.5668788507455248,CUT_LIMIT,,CUT_LIMIT,
AP1G1,OPTIMAL,0.27081715350110636,CUT_LIMIT,,OPTIMAL,0.11981935541720122
AP1M1,OPTIMAL,-0.14010037647455284,OPTIMAL,-0.2369641997289483,OPTIMAL,-0.16671798255477588
AP1S1,OPTIMAL,-0.15479749471943963,OPTIMAL,0.09869028376062743,OPTIMAL,-0.00822713341326653
AP1S2,OPTIMAL,-0.6103730753051583,OPTIMAL,-0.17241762110620135,OPTIMAL,-0.14586242150014095
AP2A1,OPTIMAL,0.41998549083571113,OPTIMAL,0.14659523510401867,OPTIMAL,0.2553348460715333
AP2A2,CUT_LIMIT,,OPTIMAL,0.12871404030445252,OPTIMAL,0.1997484621519379
AP2B1,CUT_LIMIT,,OPTIMAL,0.29524660474747755,OPTIMAL,0.2290439463973341
AP2M1,OPTIMAL,0.03792590197960332,OPTIMAL,-0.3177522662688758,OPTIMAL,-0.2510025530537135
AP2S1,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,0.026631410963208438
AP3B1,OPTIMAL,-0.20311679275953923,CUT_LIMIT,,OPTIMAL,0.007575185684262846
AP3D1,OPTIMAL,-0.24206730905862875,CUT_LIMIT,,CUT_LIMIT,
AP3M1,OPTIMAL,0.05614844218506678,OPTIMAL,0.04326968308939099,OPTIMAL,0.006885269541530687
AP3M2,OPTIMAL,0.24280205004419977,OPTIMAL,-0.017908265216050236,OPTIMAL,-0.0071684488596994445
AP3S1,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.10072541363831866
AP3S2,OPTIMAL,-0.3699457115633179,CUT_LIMIT,,OPTIMAL,-0.0708758906102428
AP4B1,OPTIMAL,-0.026554658084054765,OPTIMAL,-0.01886850901299697,OPTIMAL,-0.02502959778487631
AP4E1,OPTIMAL,-0.5358325106291953,OPTIMAL,-0.12544556484851724,OPTIMAL,-0.10701356090850286
AP4M1,OPTIMAL,-0.014858187712677757,CUT_LIMIT,,INFEASIBLE,
AP5B1,OPTIMAL,0.0064930857736971315,OPTIMAL,0.009722592328662006,OPTIMAL,0.028359210497226246
AP5M1,OPTIMAL,0.08454762168593641,CUT_LIMIT,,OPTIMAL,-0.04111671792041832
AP5S1,OPTIMAL,-0.33268722820848823,CUT_LIMIT,,OPTIMAL,-0.07037350039466185
AP5Z1,OPTIMAL,-0.030784387021953716,OPTIMAL,-0.054926124623980326,OPTIMAL,-0.04490062115026646
APAF1,OPTIMAL,-0.1286222473231915,OPTIMAL,-0.06285186837152804,OPTIMAL,-0.06551482833968318
APBA1,OPTIMAL,-0.10868458157092382,OPTIMAL,-0.06393834820313696,OPTIMAL,-0.06318893394006161
APBA3,OPTIMAL,-0.05126381037074264,CUT_LIMIT,,OPTIMAL,-0.04740323458768835
APBB1,OPTIMAL,0.005364765238780158,OPTIMAL,0.021120971704219595,OPTIMAL,0.00019395053704462435
APBB2,OPTIMAL,-0.24447860886134487,CUT_LIMIT,,OPTIMAL,-0.03364617533647543
APC,OPTIMAL,-0.5821692494545914,CUT_LIMIT,,OPTIMAL,-0.12017026250822796
APCDD1,OPTIMAL,-0.16850752061623278,OPTIMAL,0.09360749925329627,OPTIMAL,0.04101715987030105
APEH,OPTIMAL,-0.660445533496598,OPTIMAL,-0.13528343884111318,OPTIMAL,-0.14716404263237276
APEX1,OPTIMAL,0.188579507750272,OPTIMAL,0.037901211958348315,OPTIMAL,-0.019498948184834056
APEX2,OPTIMAL,-0.41228031421006406,OPTIMAL,-0.22656526794944223,OPTIMAL,-0.10400831098617778
